ID,Sample
28226_0,"When this film was released in 1933, the majority of reviews were negative and even hostile. The film was hated and vilified; audiences and theatre owners found it tacky and cheap. They missed the whole point. The film is a sharp satire of both the Mellerdrammers of the early twentieth century and of studio filmmaking. Fields and Bruckman were too incisive as comics not to have done everything in this film very deliberately. From the overly obvious sets to the absolute WORST background projection ever seen, the film is a sly poke in Hollywood's eye and that's where its humor comes from. I just about wet myself the first time I saw Fields go out to ""milk the elk"". He stands in front of a background projection of elk in the snow and begins calling to them. When they start to run, they grow larger and larger, dwarfing the non-plussed Fields. Sadly, since this is a public domain title, it's hard to find a good copy of it. About the best I've seen is on the ""6 Films by W.C. Fields"" LD or DVD"
28271_0,"Literally. Flatland by Edwin Abbott Abbott was a little gem of a book which could not be pigeon-holed into a specific genre over a hundred and fifty years ago and as a result ended up on Science Fiction shelves. Combining Geometry and Philosophy (and even Religion), it was an allegory on the human condition, describing a very rigidly-structured Society where square pegs aspired to fit through round holes.<br /><br />The plot focuses on A. Square, who is led to a series of epiphanies on the Nature of Reality itself to the realization that not only is there an existence beyond his two-dimensional plane in the form of a 3-dimensional universe, but that further dimensions are implied. He learns that appearances are not necessarily all they seem.<br /><br />Difficult to conceptualize in its reading, Llad Ehlinger, Jr. has managed to graphically express this evolution of the mind. Despite these worlds being populated exclusively by geometric shapes, we are drawn into the story and feel A. Square's transformation as though it were our own, which it hopes to be. Flatland itself is appropriately extremely two-dimensional, yet has endearing qualities. From our hero's perspective, he is at first confused, then exhilarated as he is lifted into the three-dimensional world. We are taken along for the dizzying ride. This is only the beginning for A. Square, who then postulates other worlds with both less and more dimensions. Ehlinger has a sequence which can only be an homage to 2001: A Space Odyssey as multi-dimensionality is explored.<br /><br />As if this were not a big enough task to tackle, Ehlinger expands the storyline by applying some of the original concepts of Governments to their logical path to War. Flatland, both the book and the movie, can be appreciated at many levels. By adding an extra layer, Ehlinger has actually simplified the book.<br /><br />I enjoyed this movie. It is mind-bending and thought-provoking, with a graphic element integral to its message. A potentially too-heavy treatise is lightened by very humorous details, such as the warbled battle cries of female lines in Flatland, who need to both sway and make noise at all times in order to be seen when not approached from their sides, so as not to pierce unobservant polygons! There is more than meets the eye to this unusual independently filmed and marketed movie. One viewing may not be enough."
28316_0,"Why anyone would be at all willing to defend this piece of tripe is beyond me. Is that a rude statement, designed to evoke a defensive response in people with poor taste in films - or no taste at all? No. It is, quite simply, the statement of a fact: I do not understand why anyone would enjoy this film.<br /><br />I've no idea what the film was shot on, but the video quality is equivalent to that of 1.5 hours worth of America's Funniest Home Videos. The music was god-awful, repetitive and annoying. Who would actually LISTEN to this stuff? And, the acting. Here is where this pile truly shines. Every line seems forced and awkward, read or poorly memorized instead of being acted. Any casting director who worked on this film would be forced into suicide after viewing it, so I can agree with another poster who took the opinion that these actors are the director's friends, or friends of friends.<br /><br />What about the story? Well... what about it? There's really nothing to talk about here. Only the first 20 minutes or so of the film have anything at all to do with ghosts or ""ghost watching."" After that it's all exposition involving characters we know nothing about due to extremely poor characterization. Then again, I guess good characterization isn't really possible when the film is acted by people who would merely call that a ""big word,"" and not attempt to understand its meaning.<br /><br />Do not waste your time with this piece of dreck. The music, story, filming, acting, lighting, sound... it's all absolutely terrible. $4 for a rental was, quite simply, the worst $4 I have ever spent.<br /><br />- J"
28361_0,"One night a group of friends, more or less go out for a night on the town in New York City. This low budget film explore their lives and where they are going in life. There are four main characters: There is Tom, an aspiring actor, Willie, a welfare case always insisting the white man is keeping him down, Fernando, a Puerto Rican womanizer who passes himself as Italian, and Johnny, a neighborhood supermarket employee who knows there is something better.<br /><br />These four people go out on the town and run into various people, problems, but this night proves to be something different from every other night they go out. This movie is so good because it manages to be funny while having some real good points. The acting here is excellent and the script is excellent. <br /><br />The characters all are realistic. Johnny, seems to be a real nice guy, and seems to be the nicest out of all of them. Tom is the second nicest to me, as he tries to do the right thing, but sometimes is a little sidetracked. Willie is a decent man who hasn't yet learned to get off his ass and work, while Fernando, who tries to pass for Italian is a straight up prick. <br /><br />The movie looks at so many issues, from education, to ethnicity. There are many different things this movie talks about, and there is not a happy ending, something that is pretty cool. It just kind of ends, and you really don't know where it goes after the ending, well you do and you don't. The movie is unique like that. <br /><br />Overall this is an excellent low budget movie with a lot to offer. The movie is all acting too, no violence or elaborate action sequences, making this movie nice and quaint. The movie has a lot to offer and I recommend it highly."
28406_0,"In a posh apartment building there seems to be more to a bizarre murder/suicide than first apparent. When this proves to be the case a scheme by an eccentric biology researcher to fund his project come to light and we see what led to the initial grisly murder. The resulting aftermath is even more horrifying.<br /><br />David Cronenberg's first feature film has all the visceral themes of his early works and they are executed with a vengeance. Venturing far into dark and unsettling horror territory Cronenberg crafts a spiraling nightmare of zombie outbreak and promiscuous sex. The film is almost a prelude to the much revered ""Dawn of the Dead"" by George Romero as it shows the beginning of a zombie outbreak. It is also better and much richer in its story and horror metaphor though the characterizations are slightly more shallow than in ""Dawn of the Dead."" But the presentation of the irrational horror and unsettling gore is at least on par with ""Dawn,"" despite this film's many obvious limitations.<br /><br />That makes for a must see for horror fans and this is a great first film from a great director. 9/10<br /><br />Rated R for graphic violence and gore"
28451_0,"So add badly done zombies, a villain taken from the old ""House"" movies, and cookie-cutter characters. What do you get??? A flick that makes ""House of the Dead"" look like an art-house film.... First off, there is very little connection between the opening scene. The acting was, of course, horrible. There was the science chick who kept looking for a logical explanation to why her friends were being eaten. There was the redneck. The pretty girl who lives just long enough (but no nudity to make it worthwhile). It looks like the budget was so low, they filmed it during one afternoon. Finally, there is a hybrid scene that combines elements from Scarface and Silence of the Lambs. Unfortunately it was sewn together with a safety pin. A high school film club would be ashamed of this dog."
28497_0,"Much inequity in this world that takes away any chance of survival for millions of worthy brethren, much selfishness that brings only misery and loneliness!, Appearance and how much desire to feel superior to others when it will show us we are all equal! <br /><br />At this very moment, thousands of human beings roam the streets in search of a few coins incessant to bring home food minimum. Hundreds of people walk long miles to get the scarce water that allows them to survive. Millions of workers are unemployed, from one side to another, with the gray hope that someone offered a decent job.<br /><br />When I remember the old movies, my memory goes back Umberto D, vainly trying to stop the eviction. I remember Ali and his sister Zahra, in permanent anxiety about the tennis shoes worn they share.And behold, with its immense sensitivity to the common people and humanistic lyricism that flowed constantly, also the master Akira Kurosawa was busy making a film where, for a rookie detective, your weapon becomes endowment constant goal, when it was stolen on a bus. <br /><br />Have a long way to go then, but life will put his hand to a noble and brilliant detective Satori. Not for nothing, Satori means light, flash lighting. The detective becomes for the rookie a lesson from professional full and dignified, that he may change his life forever. And for us, is an eloquent reflection of the integrity is preserved even in the toughest conditions.<br /><br />It postwar period. Japan abounds in poverty and the poorest often go into prostitution, arms smuggling and anything else that allows them to survive. It is in this environment, where the two officers began searching for the man who has just committed a crime and, perhaps, the colt has withdrawn from Murakami. <br /><br />Kurosawa gets each character has its own life, the delight in their weaknesses and their abundance, their strengths and weaknesses, as Terque and his wisdom ... thus creating a human picture that might produce this flash to be erased suddenly, but may never get that and more we are the same. <br /><br />How significant would be the big film studios, this movie promote dignified man. And every school should enable young people to access these messages. It's just a matter of method... and love for humanity. And these two are doing now needed more than ever."
28541_0,"Powder Keg is most unlike the other BMW films. It's as different in its way as Star was. Where Star was humorous and light, Powder Keg is dark and bloody. The first of the films that deserves and R Rating, it has profanity and violence unlike the others; sensitive viewers beware. That said, its story is well written. The photographer's sense of frustration over not having done enough to help those he photographs, the oppressive presence of armed militia everywhere, the desperate need to make the border against overwhelming forces, and most of all, the bloody back seat of the vehicle, all paint a picture of doom and gloom for the characters. The scene at the end with the mother explains the earlier comment by the photographer, ""My mother taught me to see."" The driver's feelings of loss and failure, assuaged not at all by delivering the dog tags, is well acted out.<br /><br />I hope this isn't the end for this fine series."
28587_0,"Many people seem to regard this film as important simply because it is a living testament to Alfred Lunt and Lynne Fontaine's acting. After all, it is the only preserved sound performance in which they have starring roles. In reality, however, the film is not only historically important because of the legends in it; it is one of the most fresh and funny films to emerge from the pre-Code period. The story is irresistible: a vain acting couple constantly insult and tease one another. In order to test his wife's fidelity after a bout, the Actor (Lunt) disguises himself as a foreign guardsman, goes out of his way to meet his wife in disguise, and furthermore goes on to try and seduce her. After he succeeds, he reveals himself, furious at her perfidious attitude. The Actress (Fontaine) begins laughing, claiming that she knew all along. At first dubious, the Actor is eventually convinced that his wife was playing along with him, and the two romantically embrace. The Actress looks at the camera and gives the most priceless look, letting the audience know that she may not have really known all along... Lunt and Fontanne make this film come to life. There dominating presence creates a satirical and realistic portrait of what an egomaniacal acting couple's life might really be like. <br /><br />In addition, there are some priceless supporting roles: Maude Ebourne as a sarcastic maid, Zasu Pitts as a strange (to say the least) servant, Roland Young, and always-reliable Herman Bing as ""a creditor."" Sidney Franklin, perhaps the most unjustly forgotten of all screen directors (his classics include Private Lives, Smilin' Through, The Good Earth, The Barretts of Wimpole Street, and The Dark Angel), adroitly guides the ensemble, allowing the acting to take center-stage but never neglecting the details so important to cinema. In all, this short, fast-paced romp with two bona fide legends of American stage history is an essential lesson in screen comedy and romance. Although the Lunts, when asked to do later film work, replied ""We can be bought but we can't be bored!"" there is absolutely no sign of unenthusiasm on screen here. Each earned an Oscar nomination for their performance in The Guardsman, and they left their indelible stamp, albeit only for a short eighty some-odd minutes, on American motion picture history."
28631_0,"Of course Eddie Griffin is funny but no, not worth to rent and see this one, we did do that mistake.. mistake of the year, we did watch it, like 4-5 friends, and one of us was so bored that he did go sleep..and the kid actor.. his ""Ow ow"" was so bad.. and he was the worst actor i've ever seen, but it's just what i think.. maybe you like it, maybe not, that's just my opinion ;) Hope to see more better movies from Eddie Griffin.. he is a very funny guy, but an action ""hero""? no way, he is an comedian, and that's what he only can do.. not action.. no way. the best way to watch this movie is not to watch it, just my opinion.<br /><br />bye."
28677_0,"Just when it seems that cinema has descended yet again into the deep abyss of zero plot combined with tons of special effects performed by pretty boys and pop tarts with no acting abilities whatsoever to disguise the fact that it is trash, something new comes along to uplift the entire sorry state of modern film and restore the discerning audience's faith in the true art of the cinema. I attended just such a performance at the 24th August 2005 premiere screening of Gypo in the UK at the Edinburgh International Film Festival (EIFF) and found it to be a powerful dramatic piece (the first British one) from the recent Dogme genre of film making. According to its manifesto, Dogme rules reject special effects, scripted and formulaic acting, and films all scenes in ambient light to make the actors rather than post- production additions drive the plot. Told from the points of view of the wife Helen, the husband Paul and the Czech immigrant Tasha, the story of the disintegration of a working-class British family from Margate while encountering newly-arrived refugee immigrants, makes for some gritty, gripping entertainment. As the film covers the same events from three differing points of view, the plot is gradually fleshed out and brought to a most surprising conclusion. Nothing is as it originally appears. Be prepared to be surprised and absorbed completely in the unfolding, many-layered story.<br /><br />Pauline McLynn, usually known for her comedic acting in the UK, gives a tour de force drama performance as the frustrated, ineffective-feeling wife Helen. One feels her frustration when her husband and teenage daughter use her in various ways and make fun of her attempts to find her inner creative self in sculpture classes. When she meets Tasha, we are allowed to see her caring and compassionate side in reaching out for those less fortunate still. Paul McGann portrays the simmering angry, repressed, frustrated breadwinner who hates change yet despises his limited, impoverished, meaningless existence of doing carpet installation day jobs. Alternating between stony silence and lashing out in bigoted epithets at ""Gypos"" whom he feels (incorrectly) take his jobs, McGann portrays a total bastard with whom one may still feel some sympathy. Perhaps, he might have filled some of the silent scenes with more lines, but his performance was generally quite solid. Relative acting newcomer Chloe Sirene, actually London-born, also gives a fantastic and completely convincing performance as the Romany Czech refugee, Tasha, struggling against ethnic hatred and pursuing male relatives to gain British citizenship, independence, and find her way in an impoverished and hostile area. Even though a teen the age of Helen's daughter, she shows great strength and resilience in the face of great adversity. The supporting cast also give very solid performances that add texture to the developing story line.<br /><br />Hopefully, this excellent film will make its way into American theaters, at the very least the Art Theater circuit, in the next year. This deserving film definitely should be added to everyone's must-see list."
28721_0,"Contrary to another review, this show is suitable for anyone who might watch TV. Unlike the septic sludge of today the children are depicted in a reasonably innocent childhood. However, it should be noted that there is one element of unspeakable filth that must be addressed - the father's hobby is collecting . . . . T-O-I-L-E-T-S. Shhhhhh.<br /><br />So if you find such filthy hobbies offensive turn off your TV, pick it up, and throw it out the window because this program is as tame as it gets.<br /><br />This is an EXCELLENT Program for ALL ages. (I love this show - and I'm 51.) It is unfortunate that The Wayne Manifesto has not been made available to a larger audience and/or on DVD. With brilliant story lines, believable acting, real sets/locations there is little here to be improved and the overall package can appeal to all.<br /><br />A+ with double distinction."
28767_0,"This movie is a masterpiece of 1980's comedies. It has everything you want in an 80's film. Washed up actors like Scott Baio and Willie Aames (who are actually funny in the film) super hot Heather Thomas that can give a gay man a hard on, plenty of great 80's songs that you never heard of, a prom scene, a sports cliche, plenty of flopping breasts, and Scatman Crothers. This movie came out back when R rated films made money. The film was PG and then they added some boobies to make it rated R. Today, Solaris was given an R just for showing George Clooney's liberal behind (it was later revoked to PG-13). Back then, producers knew that kids wanted to see large, oval shaped tater tots and kids drinking and going bonkers. This movie would be great to show with such flawless films as Bachelor Party, Revenge of the Nerds, Porky's, and Three O'Clock High. Forget American Pie and Old School, watch the REAL films that started them all. WOW!"
28811_0,"This movie is full of fun; Cary Grant and Myrna Loy should have had more comedy roles together! If you liked Cary in ""Bringing Up Baby"" and Myrna in ""Love Crazy"" you will enjoy this one. Even your teenagers will like this(although they may roll their eyes in disbelief when they find out its in black and white!). The movie is a tasty blend of slapstick humor, the perils of interpersonal relationships and a particularly brilliant bit of artifice involving a mantel and a doll-(keep an eye out for it towards the end of the movie-it happens rather quickly!) I suppose it sounds trite to say it-but this film is just plain, good, old-fashioned, clean fun. I think it is a timeless classic that will continue to appeal to audiences in the future."
28857_0,"Daryl Hannah was much better than Merial Hemmingway as an agent even though they are both good actresses.Doug Savant returns as river guide Grant Carlson, who is on the verge of proposing to his girlfriend Agent Alex McGregor, but it's always a bad timing thing so he doesn't get the chance. A new group of agents work with Alex and they keep receiving death threats against President Jonathan Hayes again played by the gorgeous Gregory Harrison.Brandy Ledford gives a stunning performance as Agent Kelsey, who Alex always pushes around to toughen her up. Two assassins are hired by someone to make a perfect plan on killing the President, but first they intend to lure him to Seattle where they have people on the inside to help kill the President. A very handsome Aaron Grain stars as Evan, one of the assassins. Action packed sequel to First Daughter. I was looking forward on watching this and now I'll wait for the 3rd part! I just keep wondering why there isn't a love interest yet for the President since he did say in the first movie that he is a widower. I thought sparks would fly between him and Alex, but hey no such luck. It would be interesting to see that. This movie was good, but I don't think Daryl Hannah will be in the 3rd movie and it was also interesting to see the President trying to set Alex and Grant up."
28901_0,"Cary Grant and Irene Dunne are ideally matched in a movie quite different from their screwball comedies. They have marvelous chemistry together. The dialogue is marvelous as the couple travels from young and carefree to bitter and cynical. Edgar Buchanan is marvelous as Applejack. If you want to see great acting and are in the mood for a good cry, watch Penny Serenade."
28947_0,"`The Right Stuff' is the story of the original Mercury 7 astronauts and their journey through the fledgling NASA program and eventually into space. It is well-written and well-acted, featuring a veritable `Who's Who' of then slightly unknown actors such as Ed Harris, Dennis Quaid, Sam Shepard, Scott Glenn and Lance Henriksen. While it had an over three hour running time, and I actually had to get up to turn over the DVD because of its length, the pacing was such that I never once considered that any particular scene should have been shortened. One thing I particularly enjoyed about the film was the introduction of Chuck Yeager (Shepard) and his contribution to history by breaking the sound barrier, and then the periodic simultaneous comparison of the accomplishments of the astronauts and the Air Force and civilian test pilots, as well as exhibiting their eventual mutual respect.<br /><br />If I had to point out any kind of glaring fault, it would have to be that they focused on some astronauts more than others  obviously concentrating heavily on the bigger names, and glossing over the `lesser-known' ones. An example would be Walter Schirra (Henriksen)  his name is mentioned a couple of times, and he probably had a tenth of the screen time of the others. Plainly, with an already three hour running time not everyone could have equal time, so this is certainly a mild criticism. `The Right Stuff' isn't profound or exceptional, but it is certainly a good and interesting film.<br /><br />--Shelly"
28992_0,"I was warned this movie would be emotional, but I had no idea just how understated that was. By the end, my friend and I were huddled together, pouring out tears I've never shed for any movie before. It was a mix of horror, empathy, sadness, and so many more emotions I can't even begin to list.<br /><br />Visions of this film have haunted me since first watching it, and I would find it hard to watch again, simply from it being so heart-wrenching. Only one movie has ever hit me hard enough to keep me from subjecting myself to it's strong emotions again (The thief, the cook, his wife and her lover).<br /><br />I strongly urge all to watch this, as it rises well about any films I've seen, anime or not."
29036_0,"Strangler's handling of deadpan, grotesque cruelty and black humour is somewhat similar to the mixture Alex de la Iglesia would perfect in his movies a decade later. The tonal shifts from horror to humour and back again are done well, with only an occasional unevenness, but the film's artificiality (voiceover narration, intertitles, grotesque exaggeration, etc.) may alienate some viewers. Sijan is to be commended for his courage in parodying a genre that has never been too popular with Serbian moviegoers in the first place. Strangler's thematic and stylistic subversiveness was part of the fresh air in Serbian cinema at the time, inspired by the New Wave movement: a wide front of artists and critics based around Belgrade's Student Cultural Center, involved in alternative rock'n'roll, literature, arts and the movies.<br /><br />The picture was shown at the San Francisco International Film Festival in the mid-'80s, and I was surprised to meet an American poet there who could recite memorable lines from Strangler a full twenty years later (some of them in Serbian!). It is a testament to this film's lasting power which, unfortunately, remains limited only to Serbian filmgoers since an English-dubbed DVD is still nowhere in sight."
29081_0,"Sitting down for Macbeth the Comedy I was rather expecting a kind of Iris Murdochesque production, full of in-jokes about Shakespeare and Macbeth in particular. How wrong I was. Macbeth: The Comedy takes Shakespeare's well-crafted tale and adds a liberal sprinkling of modern low-level American humour. Apart from lots and lots and lots (many) jokes about gays and lesbians there was an attempt to lace the movie with slapstick comedy, presumably lightening the scene. This didn't work at all, being more the kind of slaphead comedy that doesn't make it much onto tv any more. I was pleasantly surprised to find no toilet humour, but the tone wasn't held much about that with much sniggering concerning the abovementioned lesbian and gay characters in the film: for which one must assume there is a reason. Somewhere."
29126_0,"Although I use the words Real World, this movie is more realistically a fantasy of what real love is often dreamed about. I thoroughly enjoyed the movie as I watched it late night on cable. And Although I had seen it before a few other times , I really never paid much attention to it. I just knew that every other time I had it on, that somehow I was forced to stay tuned. And it finally paid off. The acting of the principals was superb. Chenoa Maxwell is a fox. Christopher Cherot is a multitalented up and coming young Black Filmmaker. And although I had to tone down the sound because I didn't want the neighbors to hear all the profanity, in spite of this, I thought they did an excellent job. It was warming to see this movie where two people finally admit to themselves that they were hopelessly in Love with each other. It ended up just the way real people ""dream"" of. Unfortunately in the real World it seldom happens that way. Shucks...I felt like falling in love with Hav myself."
29171_0,"Of all the Disney franchises my favorite has to be Duck Tales. Many people think that Duck Tales was merely an 80s TV show and never went further than Saturday morning but in reality it has a very rich history going back decades and if you think that it spoofs Indiana Jones you'd be wrong because it's actually the other way around.<br /><br />Darkwing Duck was a spin-off of Duck Tales, taking place in the same universe but transplanting the action from Duckburg to St. Canard. The only regular returning character was bumbling pilot Launchpad McQuack but he was my favorite, though Gizmoduck does make a couple of appearances.<br /><br />Darkwing himself, ordinary Drake Mallard by day, is a sort of cross between Batman, The Scarlet Pimpernel and The Shadow. He's a crime-fighter with absolutely no abilities other than his determination to beat the bad guys though his is utterly confident in himself and craves media attention. With Launchpad as his sidekick and the occasional help from his daughter Goslyn he tackles a variety of strange villains, winning usually by chance.<br /><br />I've often thought that a hero can only be measured by his nemesis and unfortunately none of the Darkwing Duck bad guys are up to much, but that's fine since Darkwing himself is sort of incompetent. Episodes set during the daytime contradict the noirish nature of the show and the best episodes are the ones set in the shadows and dark alleyways. I know that this is a kids show and is not necessarily in the same league as the Batman animated series but it does seem to be selling itself short in this regard. Duck Tales frequently had very dynamic and imaginative stories while Darkwing Duck is sort of hit-and-miss. That's my only complaint though.<br /><br />Darkwing Duck still has loads going for it, including a brilliant theme song and his memorable signature catchphrase 'Let's get dangerous' (or 'It's gonna get scary big-time' as they say in France). There still life in this bird yet and with the Scrooge McDuck universe still popular to this day then we might just see him return some time."
29216_0,"I really enjoyed this movie. Most Hollywood dance movies are very poorly done, simply because they rarely cast anyone with the requisite training to make the dancing sequences enjoyable, believable, or even worth watching. Ballet is not something you can pick up in 6 months of intense training. Prior to watching the movie, I looked up the lead actress, and was delighted to find she actually has had classic dance training. That became very clear, watching her dance. The movie does have a few nice plot twists, as far as the relationships of the key characters. I also enjoyed the portrayal of Julliard.<br /><br />Excellent movie, if you enjoy dance, and, have danced, or been involved with the world of ballet, or modern dance."
29261_0,"Sure, I sound like I don't know what I'm talking about, but I do trust me. The only real reason everybody is hating on this film is because it's a DTV movie. But you could watch it and not know that at all because it's just about as good as other Action movies currently out there. <br /><br />Now, I know Wesley Snipes has been losing most of his appeal due to questionable roles and the recent bombs ""Blade: Trinity"" and ""Unstoppable ( A.K.A. 9 Lives )."" But I saw him in this film and a film, that has yet to be released in the U.S. called ""Chaos."" <br /><br />Anyway, this film never lets up on the thrills and is probably worth seeing for anyone into Crime Thrillers as well because this film is all about heists, car chases and back-stabbings. If you're not into that sort of thing thats been done before in ""Ronin"" and ""Ocean's Eleven"" then you won't find anything different here. <br /><br />For fans of the last two films I mentioned, you might find your needs satisfied here. Director Simon Bellows uses slick video-editing and electronic music to accompanie the martial-arts and gun battles & he does a solid job w/ what he has to work with. <br /><br />Beware, even though I saw this on USA cable network edited, it is still a pretty violent flick w/ suggested sex & f-bombs ( I could tell what they just said even though it was bleeped out on regular T.V.) so I recommend this for more mature viewers. <br /><br />Rent it or watch it when it airs on T.V. because it's a decent hour-and-a-half of your time."
29306_0,"If you watch this movie expecting a gore fest in the likes of Gozu and Ichi, you will be very surprised. Compared to Miike's others, Sukiyaki Western is like Bambi when it comes to gore and dementia. While I expected something else, I was pleasantly surprised by the movie. When it comes to blood, Miike followed the old saying of ""quality, not quantity"". It is very tastefully done and certainly is one of the more original movies of our time. Miike really went the artistic route with this one. The entire movie utilizes a unique style of cinematography and uses colors that are symbolic to the plot.<br /><br />My copy of the movie was imported from Singapore. I haven't seen anyone mention the obvious flaw with the subtitles, so I'll assume it is unique to my copy. Like the other reviews said, the spoken word of the movie can be very hard to understand since the actors are speaking a language other than their native tongue, but when I turned on the subtitles, they turned out to be almost completely nonsensical! They read like a computer's bad translation mixed with Yoda-speak. The words related to what was being said, but they did not make sentences. It was very strange, and added a whole other atmosphere to the movie, probably unintentionally. Hopefully I stumbled on some sort of rare edition of the movie."
29351_0,"This is a great contender for the best of the worst. People go to investigate a murder and look for treasure on Snape Island. The gore is pretty graphic if you see a decent version of this movie and the atmosphere is very spooky. An island with just a lighthouse and some spooky caves underneath is a great idea and they use the suspense well. I have NO idea why it got banned in Finland. It is a very funny film as well. Loads of mistakes and a stereotypical cornish sailor named Hamp.<br /><br />''SPOILERS''<br /><br />When one of the girls come in and say 'Dinners Ready' with a bunch of plates there is nothing on the plates at all and why does she drop them all just because she can hear what sounds like a flute playing?!<br /><br />A character named Brom breaks every horror movie rule ever...He drinks, Smokes crack, takes bribes, lies, has sex, tries to steal a bunch of treasure until he gets killed!<br /><br />Hamp the sailor doesn't smile throughout the entire movie until near the end and he gets killed.<br /><br />The boat that there sailing to the island looks like its floating way above the water!<br /><br />Robin Askwith trying to be american. Now THATS comedy!"
29397_0,"This is a cheap looking Italian drama about three girls who are taken hostage by three criminals. It really isn't that interesting, although there are a couple of enjoyable moments. The girls take revenge and kill the dudes cold, but that isn't where it ends. The final sequence is one of the only parts that leave an impression.<br /><br />I stumbled on this movie by accident and watched it once. There were some lengthy sequences that did not keep my attention. It was gritty and poorly lit, and not very scenic.<br /><br />It starts out kind of carefree, as the three girls are on a vacation bus with a group, but stay behind from the rest to hang out at a beach house. They meet three men and it's kind of cozy for a while. The movie changes tone midway when the girls find out the men are wanted. <br /><br />I think I only watched this because it was an obscurity. There are plenty of mainstream movies that are more fun than this."
29441_0,"Unfortunately I saw this marvelous film on TV last night-unfortunate because it was on the small TV screen and not a large movie screen. I admit it-I am totally taken by period pieces whose setting is somewhere in Latin America and if those movies have good sets and/or locations then I am smitten. Original Sin, set in Cuba and filmed in Mexico had the visuals down perfect-throw in the acting of Jolie and Banderas and you have a visual feast.<br /><br />The book/script were fabulous vehicles for the acting of the majors as well as a framework that works beautifully for the intrigues that pepper this film. This script should keep viewers interested throughout and I will definitely be renting this film so that I can savour it without interminable commercials. I want to wallow in the beauty of the images and settings at least one more time.<br /><br />Any viewer who likes settings and images from slightly earlier times owes it to themselves to look for Original Sin in their local rental shop because it is a wonderful film that seemed to slip by the reviewers when it was released."
29487_0,"Edith Wharton wrote in a brilliantly minor key, and it is a testament<br /><br />to Martin Scorsese's genius as a filmmaker that he disciplined<br /><br />himself to work within Wharton's parameters, instead of trying to<br /><br />force his trademark kinetic style onto a story of tragic whispering. A<br /><br />beautiful, heartfelt film, with a superb performance from Daniel<br /><br />Day-Lewis(really, what else could you expect?)."
29531_0,"Now and then a badly made film is so incredibly inept that it becomes hilariously funny and attains cult movie status. But for the most part, badly made films are just bad plain and simple, and BELA LUGOSI MEETS A BROOKLYN GORILLA is a case in point.<br /><br />The story line is similar to the Crosby-Hope films of the 1940s. Two entertainers accidentally walk out of an airplane in flight and find themselves on a strange tropical island. How strange is it? Well, it's so strange that Bela Lugosi lives there, and he's trying to find a way to turn men into monkeys. One of the native girls is the banana of Lugosi's eye, and when she takes a fancy to one of the stranded song-and-dance men you can pretty much bet the guy is about to become a laboratory experiment.<br /><br />The problem with the movie isn't so much the story as it is the actual script, which is dreadful, and the cast, which is worse. The lines are dumb rather than funny and the cast--most notably Sammy Petrillo in his tooth-gritting Jerry Lewis imitation--is abrasive rather than funny. Petrillo's partner in this crime is actor Duke Mitchell, who is equally tiresome as a low-rent imitation of Dean Martin. As for Bela Lugosi, he may get title billing, but there's not much to the role, and that may actually be for the best.<br /><br />There are several DVD releases of this film, some with bonuses, some without, some good quality prints, some lousy. But to my mind it doesn't matter: no matter how you look at this thing, it's worth paying money so you DON'T have to watch it. A cult favorite? I don't know who gives it that accolade, but believe me when I say they can have it.<br /><br />Gary F. Taylor, aka GFT, Amazon Reviewer"
